Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Weekend
9,-5.9,60,0.6,0.3455,-12.4,0.09,0.0,0.0,1,0,0
10,-4.6,52,0.8,0.324,-12.9,0.34,0.0,0.0,1,0,0
11,-2.9,46,1.0,0.4045,-12.9,0.42,0.0,0.0,1,0,0
12,-2.5,43,0.7,0.4475,-13.3,0.34,0.0,0.0,1,0,0
13,-1.6,40,0.3,0.434,-13.4,0.32,0.0,0.0,1,0,0
14,-0.7,39,0.8,0.413,-12.9,0.35,0.0,0.0,1,0,0
15,0.1,35,1.5,0.473,-13.5,0.42,0.0,0.0,1,0,0
16,0.0,37,0.6,0.497,-12.9,0.13,0.0,0.0,1,0,0
17,-0.2,39,0.8,0.508,-12.5,0.0,0.0,0.0,1,0,0
18,0.1,43,0.9,0.7425,-11.0,0.0,0.0,0.0,1,0,0
19,0.6,41,1.2,0.775,-11.1,0.0,0.0,0.0,1,0,0
20,0.9,42,1.2,0.5565,-10.5,0.0,0.0,0.0,1,0,0
21,0.7,47,2.7,0.6415,-9.3,0.0,0.0,0.0,1,0,0
22,-0.1,49,2.0,0.435,-9.5,0.0,0.0,0.0,1,0,0
23,-1.3,60,2.5,0.396,-8.0,0.0,0.0,0.0,1,0,0
0,-2.6,73,3.4,0.3935,-6.7,0.0,0.0,0.0,1,0,1
1,-3.4,76,2.9,0.291,-7.0,0.0,0.0,0.0,1,0,1
2,-4.1,73,2.1,0.2835,-8.2,0.0,0.0,0.0,1,0,1
3,-4.5,71,1.6,0.3255,-8.9,0.0,0.0,0.0,1,0,1
4,-5.0,70,2.7,0.351,-9.6,0.0,0.0,0.0,1,0,1
5,-5.6,72,2.0,0.331,-9.8,0.0,0.0,0.0,1,0,1
6,-6.1,69,2.9,0.3825,-10.8,0.0,0.0,0.0,1,0,1
7,-6.7,64,2.1,0.4885,-12.3,0.0,0.0,0.0,1,0,1
8,-7.3,62,2.6,0.556,-13.3,0.0,0.0,0.0,1,0,1
9,-7.2,47,2.8,0.862,-16.6,0.18,0.0,0.0,1,0,1
10,-6.2,42,2.3,0.9465,-17.0,0.52,0.0,0.0,1,0,1
11,-5.2,30,4.0,0.9955,-20.1,0.86,0.0,0.0,1,0,1
12,-4.1,28,3.8,0.999,-19.9,1.08,0.0,0.0,1,0,1
13,-3.7,23,4.0,0.99,-21.8,1.12,0.0,0.0,1,0,1
14,-3.4,22,4.3,0.983,-22.1,1.07,0.0,0.0,1,0,1
15,-3.3,22,5.0,1.0,-22.0,0.86,0.0,0.0,1,0,1
16,-3.3,24,3.5,1.0,-21.0,0.54,0.0,0.0,1,0,1
17,-4.6,26,2.6,1.0,-21.2,0.17,0.0,0.0,1,0,1
18,-5.3,28,3.5,1.0,-21.0,0.0,0.0,0.0,1,0,1
19,-6.0,32,2.4,1.0,-20.0,0.0,0.0,0.0,1,0,1
20,-6.6,37,3.4,1.0,-18.9,0.0,0.0,0.0,1,0,1
21,-7.1,39,3.2,1.0,-18.7,0.0,0.0,0.0,1,0,1
22,-7.6,41,1.6,1.0,-18.6,0.0,0.0,0.0,1,0,1
23,-8.0,41,2.2,1.0,-18.9,0.0,0.0,0.0,1,0,1
0,-8.1,41,2.0,1.0,-19.0,0.0,0.0,0.0,1,0,1
1,-8.4,40,1.6,1.0,-19.6,0.0,0.0,0.0,1,0,1
2,-8.7,40,2.8,1.0,-19.8,0.0,0.0,0.0,1,0,1
3,-9.0,40,3.1,1.0,-20.1,0.0,0.0,0.0,1,0,1
4,-9.5,40,1.9,1.0,-20.6,0.0,0.0,0.0,1,0,1
5,-9.7,41,3.1,1.0,-20.5,0.0,0.0,0.0,1,0,1
6,-9.9,42,2.3,1.0,-20.4,0.0,0.0,0.0,1,0,1
7,-10.2,42,2.3,1.0,-20.6,0.0,0.0,0.0,1,0,1
8,-10.7,43,0.9,1.0,-20.8,0.0,0.0,0.0,1,0,1
9,-10.5,38,1.1,0.975,-22.1,0.19,0.0,0.0,1,0,1
10,-8.5,31,1.5,0.9985,-22.6,0.58,0.0,0.0,1,0,1
11,-7.2,29,1.8,0.963,-22.2,0.88,0.0,0.0,1,0,1
12,-4.9,25,2.6,0.983,-21.9,1.08,0.0,0.0,1,0,1
13,-4.5,25,3.2,0.9945,-21.6,1.14,0.0,0.0,1,0,1
14,-3.2,26,3.1,0.9665,-20.0,1.07,0.0,0.0,1,0,1
15,-2.5,28,2.0,1.0,-18.5,0.85,0.0,0.0,1,0,1
16,-2.7,31,2.3,1.0,-17.5,0.54,0.0,0.0,1,0,1
17,-3.8,35,2.4,1.0,-17.0,0.17,0.0,0.0,1,0,1
18,-4.7,37,1.8,1.0,-17.2,0.01,0.0,0.0,1,0,1
19,-5.6,39,1.1,1.0,-17.3,0.0,0.0,0.0,1,0,1
20,-6.0,42,0.8,1.0,-16.8,0.0,0.0,0.0,1,0,1
21,-6.5,45,0.7,1.0,-16.4,0.0,0.0,0.0,1,0,1
22,-6.6,50,0.6,0.995,-15.3,0.0,0.0,0.0,1,0,1
23,-6.9,53,0.7,1.0,-14.8,0.0,0.0,0.0,1,0,1
0,-5.9,50,0.6,1.0,-14.6,0.0,0.0,0.0,1,0,0
1,-5.3,48,0.4,0.832,-14.6,0.0,0.0,0.0,1,0,0
2,-5.0,65,0.4,0.495,-10.5,0.0,0.0,0.2,1,0,0
3,-5.3,76,1.0,0.3835,-8.8,0.0,0.3,0.5,1,0,0
4,-5.4,81,0.7,0.135,-8.1,0.0,0.0,0.7,1,0,0
5,-5.3,81,0.9,0.4615,-8.0,0.0,0.0,0.8,1,0,0
6,-5.2,85,0.9,0.1355,-7.3,0.0,0.4,1.3,1,0,0
7,-5.0,85,0.7,0.093,-7.1,0.0,0.0,1.8,1,0,0
8,-4.6,86,1.2,0.254,-6.5,0.0,0.0,2.0,1,0,0
9,-4.3,89,1.0,0.0295,-5.8,0.0,1.6,4.0,1,0,0
10,-3.7,87,1.0,0.2705,-5.5,0.03,0.0,4.8,1,0,0
11,-2.9,85,1.2,0.1215,-5.0,0.06,0.0,4.8,1,0,0
12,-1.8,83,1.2,0.1755,-4.3,0.09,1.1,5.1,1,0,0
13,-0.9,84,1.2,0.1665,-3.2,0.09,0.0,5.0,1,0,0
14,0.5,76,0.9,0.182,-3.2,0.17,0.0,4.2,1,0,0
15,1.6,73,0.9,0.2105,-2.7,0.6,0.0,3.2,1,0,0
16,1.8,76,0.8,0.205,-1.9,0.47,0.0,2.7,1,0,0
17,0.4,84,0.8,0.1585,-1.9,0.15,0.0,2.7,1,0,0
18,0.0,88,0.6,0.1385,-1.7,0.0,0.0,2.7,1,0,0
19,1.3,65,1.1,0.561,-4.5,0.0,0.0,2.7,1,0,0
20,3.3,65,3.2,0.586,-2.6,0.0,0.0,2.7,1,0,0
21,2.8,73,2.4,0.4155,-1.5,0.0,0.0,2.6,1,0,0
22,1.5,82,2.4,0.2685,-1.2,0.0,0.0,2.6,1,0,0
23,0.1,81,2.9,0.2755,-2.7,0.0,0.0,2.6,1,0,0
0,-1.0,73,2.3,0.4405,-5.2,0.0,0.0,2.6,1,0,0
1,-2.0,72,0.8,0.4895,-6.3,0.0,0.0,2.6,1,0,0
2,-2.7,72,0.9,0.495,-7.0,0.0,0.0,2.6,1,0,0
3,-2.8,58,1.6,0.6575,-9.9,0.0,0.0,2.6,1,0,0
4,-2.9,59,1.8,0.643,-9.8,0.0,0.0,2.6,1,0,0
5,-3.9,66,0.7,0.6045,-9.3,0.0,0.0,2.6,1,0,0
6,-4.3,70,1.6,0.5845,-8.9,0.0,0.0,2.6,1,0,0
7,-4.4,64,2.8,0.6835,-10.1,0.0,0.0,2.6,1,0,0
8,-5.2,58,2.2,0.797,-12.1,0.0,0.0,2.5,1,0,0
9,-5.3,48,2.6,0.905,-14.6,0.18,0.0,2.5,1,0,0
10,-4.6,41,2.8,0.9075,-15.8,0.57,0.0,2.5,1,0,0
11,-3.5,35,2.2,0.871,-16.7,0.87,0.0,2.5,1,0,0
12,-2.5,31,2.6,0.889,-17.3,1.08,0.0,2.3,1,0,0
13,-2.2,25,3.2,0.985,-19.6,1.17,0.0,2.2,1,0,0
14,-2.2,23,3.7,0.9855,-20.5,1.09,0.0,2.2,1,0,0
15,-1.3,26,3.0,1.0,-18.3,0.91,0.0,2.1,1,0,0
16,-1.8,31,3.1,0.9965,-16.7,0.56,0.0,2.0,1,0,0
17,-2.7,35,1.8,1.0,-16.0,0.18,0.0,2.0,1,0,0
18,-3.8,42,3.3,1.0,-14.8,0.0,0.0,2.0,1,0,0
19,-4.5,51,2.0,1.0,-13.1,0.0,0.0,2.0,1,0,0
20,-4.9,55,2.0,1.0,-12.5,0.0,0.0,2.0,1,0,0
21,-5.0,57,1.9,1.0,-12.2,0.0,0.0,2.0,1,0,0
22,-5.5,56,1.5,1.0,-12.9,0.0,0.0,2.0,1,0,0
23,-5.8,57,1.7,1.0,-12.9,0.0,0.0,2.0,1,0,0
0,-6.5,63,1.5,0.833,-12.3,0.0,0.0,2.0,1,0,0
1,-7.3,67,1.1,0.7965,-12.3,0.0,0.0,2.0,1,0,0
2,-7.8,68,0.9,0.821,-12.6,0.0,0.0,2.0,1,0,0
3,-8.1,70,1.3,0.7785,-12.6,0.0,0.0,2.0,1,0,0
4,-8.5,73,1.0,0.8615,-12.4,0.0,0.0,2.0,1,0,0
5,-8.3,67,0.9,0.783,-13.3,0.0,0.0,2.0,1,0,0
6,-8.2,66,0.9,0.859,-13.4,0.0,0.0,2.0,1,0,0
7,-8.1,67,0.9,0.8685,-13.1,0.0,0.0,2.0,1,0,0
8,-7.8,65,1.1,0.869,-13.2,0.0,0.0,2.0,1,0,0
9,-6.7,62,1.1,0.8745,-12.7,0.09,0.0,2.0,1,0,0
10,-5.4,56,1.1,0.8755,-12.8,0.28,0.0,2.0,1,0,0
11,-4.2,51,1.1,0.886,-12.8,0.4,0.0,1.9,1,0,0
12,-3.2,49,1.3,0.8615,-12.4,0.53,0.0,1.9,1,0,0
13,-1.3,43,1.0,0.8885,-12.3,0.8,0.0,1.7,1,0,0
14,-0.5,44,1.0,0.8965,-11.2,0.71,0.0,1.7,1,0,0
15,-0.2,45,1.0,0.926,-10.7,0.41,0.0,1.6,1,0,0
16,-0.5,48,1.1,0.861,-10.1,0.12,0.0,1.6,1,0,0
17,-0.9,70,1.1,0.1495,-5.6,0.02,0.0,2.2,1,0,0
18,-1.4,79,1.6,0.351,-4.5,0.0,0.1,2.2,1,0,0
19,-1.5,81,1.8,0.3755,-4.3,0.0,0.0,2.2,1,0,0
20,-1.9,86,0.9,0.35,-3.9,0.0,0.0,2.4,1,0,0
21,-2.0,83,1.2,0.452,-4.5,0.0,0.1,2.4,1,0,0
22,-1.6,82,0.4,0.4645,-4.2,0.0,0.0,2.3,1,0,0
23,-1.1,87,1.4,0.1745,-2.9,0.0,0.0,2.2,1,0,0
0,-1.3,90,2.0,0.1295,-2.7,0.0,0.0,2.2,1,0,0
1,-1.8,90,1.6,0.1315,-3.2,0.0,0.0,2.2,1,0,0
2,-2.2,88,1.4,0.174,-3.9,0.0,0.0,2.2,1,0,0
3,-2.9,89,1.3,0.144,-4.4,0.0,0.0,2.2,1,0,0
4,-3.6,91,1.2,0.1205,-4.8,0.0,0.0,2.2,1,0,0
5,-4.3,91,1.5,0.1165,-5.5,0.0,0.0,2.2,1,0,0
6,-4.8,91,1.1,0.133,-6.0,0.0,0.0,2.2,1,0,0
7,-5.3,90,1.1,0.1555,-6.6,0.0,0.0,2.2,1,0,0
8,-5.6,89,0.9,0.1855,-7.1,0.0,0.0,2.2,1,0,0
9,-5.3,88,0.4,0.2315,-6.9,0.21,0.0,2.2,1,0,0
10,-3.0,71,0.7,0.304,-7.5,0.67,0.0,2.1,1,0,0
11,-0.7,62,0.7,0.2595,-7.0,0.77,0.0,2.0,1,0,0
12,1.9,40,2.0,0.9175,-10.3,1.04,0.0,1.9,1,0,0
13,3.2,42,1.8,0.6745,-8.5,1.08,0.0,1.8,1,0,0
14,4.3,47,2.3,0.4765,-6.0,0.96,0.0,1.6,1,0,0
15,4.4,46,1.4,0.5565,-6.2,0.78,0.0,1.0,1,0,0
16,4.1,51,1.8,0.556,-5.1,0.48,0.0,0.9,1,0,0
17,2.9,60,1.3,0.5965,-4.1,0.16,0.0,0.8,1,0,0
18,1.7,64,1.3,0.57,-4.3,0.0,0.0,0.8,1,0,0
19,0.8,71,0.9,0.4615,-3.8,0.0,0.0,0.8,1,0,0
20,0.2,72,0.7,0.495,-4.2,0.0,0.0,0.8,1,0,0
21,-0.4,74,0.6,0.5325,-4.4,0.0,0.0,0.8,1,0,0
22,-1.1,78,0.6,0.4325,-4.4,0.0,0.0,0.8,1,0,0
23,-1.5,79,0.6,0.4105,-4.6,0.0,0.0,0.8,1,0,0
0,-1.7,79,0.5,0.397,-4.8,0.0,0.0,0.8,1,1,0
1,-1.6,79,0.6,0.392,-4.7,0.0,0.0,0.8,1,1,0
2,-1.1,79,0.7,0.368,-4.2,0.0,0.0,0.8,1,1,0
3,-0.6,76,0.5,0.3945,-4.3,0.0,0.0,0.7,1,1,0
4,-0.3,76,0.9,0.38,-4.0,0.0,0.0,0.7,1,1,0
5,-0.2,73,0.8,0.44,-4.4,0.0,0.0,0.7,1,1,0
6,-0.1,71,0.8,0.4475,-4.7,0.0,0.0,0.7,1,1,0
7,-0.3,72,0.7,0.4595,-4.7,0.0,0.0,0.7,1,1,0
8,-0.4,69,0.5,0.452,-5.4,0.0,0.0,0.7,1,1,0
9,0.3,67,0.7,0.4485,-5.1,0.03,0.0,0.6,1,1,0
10,1.4,64,1.0,0.4485,-4.6,0.25,0.0,0.5,1,1,0
11,3.1,57,0.8,0.402,-4.6,0.63,0.0,0.0,1,1,0
12,4.5,56,0.8,0.418,-3.5,0.71,0.0,0.0,1,1,0
13,5.4,55,1.2,0.41,-2.9,0.66,0.0,0.0,1,1,0
14,5.9,55,0.6,0.3895,-2.4,0.48,0.0,0.0,1,1,0
15,6.5,55,0.9,0.4005,-1.9,0.38,0.0,0.0,1,1,0
16,6.0,58,0.7,0.366,-1.6,0.19,0.0,0.0,1,1,0
17,5.4,61,1.3,0.3455,-1.5,0.08,0.0,0.0,1,1,0
18,4.9,63,0.6,0.3385,-1.5,0.0,0.0,0.0,1,1,0
19,5.2,64,0.7,0.3455,-1.0,0.0,0.0,0.0,1,1,0
20,5.9,67,1.3,0.3895,0.2,0.0,0.0,0.0,1,1,0
21,6.1,70,2.2,0.3815,1.0,0.0,0.0,0.0,1,1,0
22,6.1,70,2.7,0.403,1.0,0.0,0.0,0.0,1,1,0
23,5.8,74,2.5,0.416,1.5,0.0,0.0,0.0,1,1,0
0,5.8,75,1.9,0.394,1.7,0.0,0.0,0.0,1,0,1
1,5.7,75,1.7,0.353,1.6,0.0,0.0,0.0,1,0,1
2,5.6,76,1.6,0.3205,1.6,0.0,0.0,0.0,1,0,1
3,5.4,77,1.6,0.2915,1.6,0.0,0.0,0.0,1,0,1
4,5.3,79,0.9,0.253,1.9,0.0,0.0,0.0,1,0,1
5,5.0,81,1.2,0.2125,2.0,0.0,0.0,0.0,1,0,1
6,5.1,81,1.3,0.1875,2.1,0.0,0.0,0.0,1,0,1
7,5.1,82,0.7,0.167,2.2,0.0,0.0,0.0,1,0,1
8,5.1,83,0.9,0.1485,2.4,0.0,0.0,0.0,1,0,1
9,5.2,84,0.7,0.113,2.7,0.03,0.0,0.0,1,0,1
10,5.4,82,1.2,0.1075,2.5,0.13,0.0,0.0,1,0,1
11,5.7,81,1.1,0.096,2.6,0.18,0.0,0.0,1,0,1
12,7.0,72,1.9,0.123,2.2,0.64,0.0,0.0,1,0,1
13,7.7,68,1.0,0.1245,2.1,0.58,0.0,0.0,1,0,1
14,8.6,63,1.6,0.1315,1.9,0.72,0.0,0.0,1,0,1
15,8.6,64,1.5,0.1345,2.1,0.57,0.0,0.0,1,0,1
16,8.2,64,1.0,0.1405,1.7,0.32,0.0,0.0,1,0,1
17,7.7,67,0.9,0.132,1.9,0.11,0.0,0.0,1,0,1
18,6.6,73,0.4,0.1145,2.0,0.0,0.0,0.0,1,0,1
19,6.0,76,1.1,0.1095,2.0,0.0,0.0,0.0,1,0,1
20,5.9,75,1.5,0.111,1.7,0.0,0.0,0.0,1,0,1
21,5.6,77,0.9,0.106,1.8,0.0,0.0,0.0,1,0,1
22,5.3,79,0.6,0.1,1.9,0.0,0.0,0.0,1,0,1
23,5.5,80,0.6,0.0925,2.3,0.0,0.0,0.0,1,0,1
0,5.6,78,0.6,0.098,2.0,0.0,0.0,0.0,1,1,1
1,5.6,78,0.5,0.0985,2.0,0.0,0.0,0.0,1,1,1
2,5.4,80,0.9,0.095,2.2,0.0,0.0,0.0,1,1,1
3,5.2,82,0.8,0.095,2.3,0.0,0.0,0.0,1,1,1
4,5.2,82,0.7,0.0945,2.3,0.0,0.0,0.0,1,1,1
5,5.1,82,0.6,0.0925,2.2,0.0,0.0,0.0,1,1,1
6,4.9,84,1.3,0.0795,2.4,0.0,0.1,0.0,1,1,1
7,4.7,89,1.1,0.05,3.0,0.0,0.0,0.0,1,1,1
8,4.6,91,1.7,0.0475,3.2,0.0,0.0,0.0,1,1,1
9,4.6,94,0.9,0.045,3.7,0.0,6.4,0.0,1,1,1
10,4.8,96,0.6,0.0435,4.2,0.04,0.0,0.0,1,1,1
11,4.6,95,0.8,0.078,3.8,0.05,0.0,0.0,1,1,1
12,4.1,91,0.8,0.202,2.7,0.07,9.5,0.0,1,1,1
13,3.7,90,0.7,0.372,2.2,0.15,0.0,0.0,1,1,1
14,3.3,90,2.5,0.2805,1.8,0.19,0.0,0.0,1,1,1
15,2.9,90,2.0,0.19,1.4,0.08,3.5,0.0,1,1,1
16,2.3,91,3.3,0.135,0.9,0.07,0.0,0.0,1,1,1
17,2.2,86,2.6,0.3025,0.0,0.04,0.0,0.0,1,1,1
18,1.9,82,4.3,0.3495,-0.8,0.01,0.5,0.0,1,1,1
19,1.1,68,4.4,0.3475,-4.1,0.0,0.0,0.0,1,1,1
20,0.6,67,3.3,0.253,-4.8,0.0,0.0,0.0,1,1,1
21,0.4,69,3.5,0.2385,-4.6,0.0,0.0,0.0,1,1,1
22,0.2,69,2.7,0.2825,-4.8,0.0,0.0,0.0,1,1,1
23,0.0,63,3.2,0.442,-6.2,0.0,0.0,0.0,1,1,1
0,-0.6,64,2.4,0.505,-6.5,0.0,0.0,0.0,1,1,0
1,-1.2,57,4.3,0.7145,-8.6,0.0,0.0,0.0,1,1,0
2,-1.8,53,4.1,0.9125,-10.1,0.0,0.0,0.0,1,1,0
3,-2.3,52,3.4,0.9735,-10.8,0.0,0.0,0.0,1,1,0
4,-3.0,51,3.2,1.0,-11.7,0.0,0.0,0.0,1,1,0
5,-3.7,51,2.6,1.0,-12.3,0.0,0.0,0.0,1,1,0
6,-4.1,50,3.0,1.0,-13.0,0.0,0.0,0.0,1,1,0
7,-4.6,46,2.8,1.0,-14.4,0.0,0.0,0.0,1,1,0
8,-4.9,44,3.0,1.0,-15.3,0.0,0.0,0.0,1,1,0
9,-4.6,40,3.5,1.0,-16.1,0.18,0.0,0.0,1,1,0
10,-3.7,35,3.7,0.9685,-16.9,0.57,0.0,0.0,1,1,0
11,-2.8,35,2.9,0.992,-16.1,0.87,0.0,0.0,1,1,0
12,-1.6,33,2.5,0.937,-15.8,1.18,0.0,0.0,1,1,0
13,-1.5,33,3.8,1.0,-15.7,1.18,0.0,0.0,1,1,0
14,-0.4,31,2.0,1.0,-15.5,1.1,0.0,0.0,1,1,0
15,0.4,28,2.5,1.0,-16.0,0.9,0.0,0.0,1,1,0
16,0.4,27,2.0,1.0,-16.4,0.58,0.0,0.0,1,1,0
17,-0.7,29,2.0,1.0,-16.5,0.21,0.0,0.0,1,1,0
18,-1.6,33,2.0,1.0,-15.8,0.0,0.0,0.0,1,1,0
19,-1.8,41,2.1,1.0,-13.3,0.0,0.0,0.0,1,1,0
20,-2.1,49,1.7,1.0,-11.4,0.0,0.0,0.0,1,1,0
21,-1.7,51,1.7,1.0,-10.5,0.0,0.0,0.0,1,1,0
22,-1.3,53,1.7,1.0,-9.6,0.0,0.0,0.0,1,1,0
23,-1.0,55,1.9,1.0,-8.9,0.0,0.0,0.0,1,1,0
0,-1.4,58,1.0,0.94,-8.6,0.0,0.0,0.0,1,0,0
1,-1.5,62,1.3,1.0,-7.8,0.0,0.0,0.0,1,0,0
2,-2.1,69,1.0,0.9975,-7.0,0.0,0.0,0.0,1,0,0
3,-2.6,70,1.0,0.996,-7.3,0.0,0.0,0.0,1,0,0
4,-2.6,72,1.4,0.9645,-6.9,0.0,0.0,0.0,1,0,0
5,-2.9,77,0.8,0.9165,-6.3,0.0,0.0,0.0,1,0,0
6,-2.8,73,0.7,0.953,-6.9,0.0,0.0,0.0,1,0,0
7,-2.9,73,1.9,0.9555,-7.0,0.0,0.0,0.0,1,0,0
8,-2.7,68,2.2,0.9595,-7.7,0.0,0.0,0.0,1,0,0
9,-2.8,52,2.9,0.9475,-11.3,0.16,0.0,0.0,1,0,0
10,-2.2,36,4.1,0.965,-15.2,0.53,0.0,0.0,1,0,0
11,-2.1,28,4.9,0.9435,-18.2,0.87,0.0,0.0,1,0,0
12,-1.3,23,4.0,1.0,-19.8,1.09,0.0,0.0,1,0,0
13,-2.0,15,4.7,0.985,-25.2,1.18,0.0,0.0,1,0,0
14,-1.6,20,4.3,1.0,-21.6,1.11,0.0,0.0,1,0,0
15,-1.9,17,5.0,1.0,-23.7,0.93,0.0,0.0,1,0,0
16,-1.9,17,3.3,1.0,-23.7,0.61,0.0,0.0,1,0,0
17,-3.6,20,3.7,1.0,-23.3,0.23,0.0,0.0,1,0,0
18,-4.7,23,3.4,1.0,-22.7,0.01,0.0,0.0,1,0,0
19,-5.4,27,3.0,1.0,-21.5,0.0,0.0,0.0,1,0,0
20,-6.1,32,4.7,1.0,-20.1,0.0,0.0,0.0,1,0,0
21,-6.6,39,3.2,1.0,-18.2,0.0,0.0,0.0,1,0,0
22,-7.2,38,3.1,1.0,-19.1,0.0,0.0,0.0,1,0,0
23,-7.5,37,3.1,1.0,-19.7,0.0,0.0,0.0,1,0,0
0,-7.9,37,2.2,1.0,-20.0,0.0,0.0,0.0,1,0,0
1,-8.2,39,1.8,1.0,-19.7,0.0,0.0,0.0,1,0,0
2,-8.6,37,1.5,1.0,-20.7,0.0,0.0,0.0,1,0,0
3,-9.1,37,1.0,1.0,-21.1,0.0,0.0,0.0,1,0,0
4,-9.1,33,2.3,1.0,-22.4,0.0,0.0,0.0,1,0,0
5,-9.4,36,1.9,1.0,-21.7,0.0,0.0,0.0,1,0,0
6,-9.8,37,1.7,1.0,-21.7,0.0,0.0,0.0,1,0,0
7,-10.1,38,2.3,1.0,-21.7,0.0,0.0,0.0,1,0,0
8,-10.2,35,1.8,1.0,-22.7,0.0,0.0,0.0,1,0,0
9,-9.8,33,2.0,0.9985,-23.0,0.17,0.0,0.0,1,0,0
10,-8.5,29,2.4,0.996,-23.4,0.56,0.0,0.0,1,0,0
11,-6.8,28,2.1,0.993,-22.3,0.88,0.0,0.0,1,0,0
12,-5.5,21,2.1,0.9705,-24.4,1.08,0.0,0.0,1,0,0
13,-4.7,18,3.7,1.0,-25.4,1.16,0.0,0.0,1,0,0
14,-4.0,18,2.4,1.0,-24.8,1.09,0.0,0.0,1,0,0
15,-3.1,16,2.2,1.0,-25.4,0.9,0.0,0.0,1,0,0
16,-3.2,23,2.7,1.0,-21.4,0.57,0.0,0.0,1,0,0
17,-4.2,26,2.2,1.0,-20.8,0.2,0.0,0.0,1,0,0
18,-5.2,32,2.2,1.0,-19.3,0.0,0.0,0.0,1,0,0
19,-5.5,31,2.1,1.0,-19.9,0.0,0.0,0.0,1,0,0
20,-5.9,34,0.9,1.0,-19.2,0.0,0.0,0.0,1,0,0
21,-6.4,34,1.2,1.0,-19.7,0.0,0.0,0.0,1,0,0
22,-6.4,36,1.3,1.0,-19.0,0.0,0.0,0.0,1,0,0
23,-6.3,39,0.9,1.0,-18.0,0.0,0.0,0.0,1,0,0
0,-6.5,41,1.7,1.0,-17.6,0.0,0.0,0.0,1,0,0
1,-6.6,39,1.4,1.0,-18.2,0.0,0.0,0.0,1,0,0
2,-6.6,34,1.8,1.0,-19.8,0.0,0.0,0.0,1,0,0
3,-6.0,32,2.5,1.0,-20.0,0.0,0.0,0.0,1,0,0
4,-5.8,32,1.6,1.0,-19.8,0.0,0.0,0.0,1,0,0
5,-5.7,28,1.2,1.0,-21.3,0.0,0.0,0.0,1,0,0
6,-5.5,24,0.5,1.0,-22.9,0.0,0.0,0.0,1,0,0
7,-5.0,31,0.5,1.0,-19.5,0.0,0.0,0.0,1,0,0
8,-4.7,30,0.6,1.0,-19.6,0.0,0.0,0.0,1,0,0
9,-4.3,38,0.7,0.9385,-16.5,0.04,0.0,0.0,1,0,0
10,-3.4,33,1.3,0.9315,-17.4,0.33,0.0,0.0,1,0,0
11,-2.1,34,1.0,0.934,-15.8,0.65,0.0,0.0,1,0,0
12,-0.8,38,1.0,0.843,-13.3,0.75,0.0,0.0,1,0,0
13,0.8,46,1.4,0.799,-9.5,0.8,0.0,0.0,1,0,0
14,0.8,55,1.8,0.566,-7.2,0.59,0.0,0.0,1,0,0
15,0.4,57,2.4,0.5895,-7.1,0.36,0.0,0.0,1,0,0
16,0.3,57,2.3,0.602,-7.2,0.19,0.0,0.0,1,0,0
17,0.2,58,2.0,0.5795,-7.1,0.08,0.0,0.0,1,0,0
18,-0.6,62,1.6,0.5645,-6.9,0.0,0.0,0.0,1,0,0
19,-0.4,62,0.9,0.5515,-6.8,0.0,0.0,0.0,1,0,0
20,-0.3,62,1.3,0.52,-6.7,0.0,0.0,0.0,1,0,0
21,-0.2,62,0.6,0.493,-6.6,0.0,0.0,0.0,1,0,0
22,0.0,63,1.3,0.484,-6.2,0.0,0.0,0.0,1,0,0
23,0.1,63,1.1,0.5015,-6.1,0.0,0.0,0.0,1,0,0
0,0.2,63,0.7,0.4625,-6.0,0.0,0.0,0.0,1,0,0
1,0.3,63,0.7,0.38,-5.9,0.0,0.0,0.0,1,0,0
2,0.5,63,1.0,0.3455,-5.7,0.0,0.0,0.0,1,0,0
3,0.6,64,0.4,0.3655,-5.4,0.0,0.0,0.0,1,0,0
4,0.6,65,0.4,0.356,-5.2,0.0,0.0,0.0,1,0,0
5,0.7,66,0.7,0.3435,-4.9,0.0,0.0,0.0,1,0,0
6,0.8,68,0.6,0.3365,-4.4,0.0,0.0,0.0,1,0,0
7,0.9,67,0.6,0.329,-4.5,0.0,0.0,0.0,1,0,0
8,1.0,68,0.6,0.312,-4.2,0.0,0.0,0.0,1,0,0
9,1.2,67,0.2,0.2955,-4.2,0.06,0.0,0.0,1,0,0
10,1.9,65,0.3,0.281,-3.9,0.17,0.0,0.0,1,0,0
11,3.1,62,1.1,0.2585,-3.4,0.29,0.0,0.0,1,0,0
12,4.3,62,1.6,0.236,-2.3,0.52,0.0,0.0,1,0,0
13,5.2,58,2.5,0.2175,-2.4,0.81,0.0,0.0,1,0,0
14,5.7,54,3.5,0.209,-2.9,0.83,0.0,0.0,1,0,0
15,5.7,53,2.7,0.204,-3.1,0.65,0.0,0.0,1,0,0
16,5.4,56,2.2,0.198,-2.6,0.39,0.0,0.0,1,0,0
17,4.5,59,1.6,0.192,-2.8,0.14,0.0,0.0,1,0,0
18,3.6,62,1.4,0.1945,-3.0,0.01,0.0,0.0,1,0,0
19,2.7,68,1.2,0.174,-2.6,0.0,0.0,0.0,1,0,0
20,1.7,73,0.5,0.166,-2.6,0.0,0.0,0.0,1,0,0
